Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	set
Cellular Component Assembly (GO:0022607)	42/260	0.0163371215823108	0.519618845578185	0	0	1.47830573515422	6.0822159970917	CYFIP2;SPAG16;NLGN1;KMT2A;WIPF1;CAPG;RSPH9;CFAP206;RTN4;CDC42;LIMA1;SCIN;OPHN1;CALD1;HYDIN;REPS2;PLS3;CFAP46;DMD;IKBKG;WASF3;RSPH6A;FZD1;MAGI1;DMTN;GSN;SHROOM2;RANBP9;WNT7A;PDE4DIP;P3H4;PEX14;PML;CD2AP;MTSS2;PTPRD;OCLN;RSPH1;APC;FAS;LLGL1;SPACA9	cl1_only
Visual System Development (GO:0150063)	10/41	0.0164552062287251	0.519618845578185	0	0	2.46701515066808	10.1323108939422	SIX6;TGFB2;MEIS1;SALL2;ADAMTS18;SMOC1;MAB21L2;BMPR1B;FREM2;HIPK2	cl1_only
Cellular Response To Organonitrogen Compound (GO:0071417)	20/105	0.0170077804191938	0.533118881816346	0	0	1.80177136128603	7.34056853756044	HCN4;HCN3;GABRB1;DMTN;PDE2A;GABRG2;RYR3;SLC5A5;SSH1;P2RX7;GLRA1;CPEB1;P2RY6;CDH1;P2RY2;AKAP9;RRAGD;RAPGEF1;CTNNB1;LAMTOR5	cl1_only
Response To Fatty Acid (GO:0070542)	6/19	0.0171878102707305	0.53417223271584	0	0	3.52721586372105	14.333035135675	PPP5C;PID1;GLDC;IRS1;PDK3;FFAR1	cl1_only
Central Nervous System Development (GO:0007417)	45/283	0.0172919934587816	0.53417223271584	0	0	1.45104940348335	5.88764991806414	SLC23A2;CNTNAP2;SHC3;MYRF;ADAM22;ATN1;CAPG;CELSR1;MACROH2A2;PKD1;RTN4;SOX3;RPS6KA6;SNTG2;RELN;SCIN;ZIC3;ADAM23;NRCAM;BRINP3;SOX4;SH3GL2;CHST8;MARCKSL1;GSN;PROP1;SLC6A17;MAP1S;CADM2;ZBTB16;SHROOM2;LSR;SOX12;SYNJ2;HSPG2;GRIN2B;SLC8A3;NR4A2;MEIS1;CDK5;IL1RAPL2;MELTF;MDGA1;PAFAH1B2;ADGRL3	cl1_only
Phagocytosis, Engulfment (GO:0006911)	8/30	0.0181139912468192	0.555539170397054	0	0	2.78000787091696	11.1508079562781	CDC42;GSN;MEGF10;ITGB2;ELMO1;CD36;XKR4;XKR6	cl1_only
Negative Regulation Of Neuron Projection Development (GO:0010977)	12/54	0.0188957088284468	0.560317053030396	0	0	2.1856027753686	8.6742649441453	EPHA4;NLGN1;BAG5;GDI1;RTN4RL1;SEMA3A;MCF2;LPAR1;TNR;CRMP1;PTPN9;RTN4RL2	cl1_only
Regulation Of Trans-Synaptic Signaling (GO:0099177)	9/36	0.0190872403589297	0.560317053030396	0	0	2.5487223906453	10.0897170714354	NLGN1;GRID2;RELN;IQSEC2;CACNA1B;CACNA1A;GRIK2;LRP8;GRIA4	cl1_only
Cardiac Ventricle Morphogenesis (GO:0003208)	10/42	0.019416261215586	0.560317053030396	0	0	2.38978552859619	9.41968464328682	BMP4;GSK3A;TGFB2;NOTCH1;SFRP2;GATA4;RBPJ;ISL1;SOX4;FGFR2	cl1_only
Collagen Fibril Organization (GO:0030199)	10/42	0.019416261215586	0.560317053030396	0	0	2.38978552859619	9.41968464328682	COL1A1;GREM1;ADAMTS2;TGFB2;ADAMTS3;COL11A1;COL5A3;COL5A2;P3H4;ATP7A	cl1_only
Regulation Of Axonogenesis (GO:0050770)	10/42	0.019416261215586	0.560317053030396	0	0	2.38978552859619	9.41968464328682	CHODL;EPHA4;BRSK2;PAK1;SIPA1L1;GDI1;MCF2;CHN1;PLXNA1;PLXNB1	cl1_only
Protein Autophosphorylation (GO:0046777)	28/162	0.0197773846883688	0.560317053030396	0	0	1.6011992439549	6.28185078373903	IGF1R;PAK1;EEF2K;MAP3K21;PIM2;LYN;EPHA4;DAPK1;NEK6;VRK1;VRK2;PASK;UHMK1;HCK;MELK;MAK;STK26;CAMK4;TAOK1;KIT;MYO3A;ULK3;PRKD2;TNIK;EPHA1;FGFR3;FGFR2;FGFR1	cl1_only
Regulation Of Angiogenesis (GO:0045765)	34/205	0.0199570355521457	0.560317053030396	0	0	1.52439548959966	5.96674848769195	ECM1;NAXE;CHRNA7;ECSCR;GATA4;SEMA3E;TSPAN12;THBS2;HK2;GPNMB;BMPER;ADAMTS1;ALOX5;CTSH;EMILIN2;CNMD;PAK4;TGFB2;PRKCB;VEGFB;VEGFC;VASH1;HSPG2;ISL1;PML;HIPK2;CLDN5;SMOC2;SFRP2;COL4A2;NINJ1;CTNNB1;PRKD2;EPHA1	cl1_only
Proteoglycan Metabolic Process (GO:0006029)	7/25	0.020318234206047	0.560317053030396	0	0	2.97245059858647	11.5813706930938	CHST8;CSGALNACT1;CHST11;BMPR1B;CNMD;HS3ST4;SULF2	cl1_only
Regulation Of Chondrocyte Differentiation (GO:0032330)	7/25	0.020318234206047	0.560317053030396	0	0	2.97245059858647	11.5813706930938	GREM1;SCIN;MDK;ZBTB16;WNT9A;BMPR1B;ADAMTS7	cl1_only
Atrial Septum Morphogenesis (GO:0060413)	4/10	0.0212464042992001	0.560317053030396	0	0	5.09248055315471	19.6140331397364	TGFB2;GATA4;ISL1;SOX4	cl1_only
Midbrain Dopaminergic Neuron Differentiation (GO:1904948)	4/10	0.0212464042992001	0.560317053030396	0	0	5.09248055315471	19.6140331397364	FZD1;NR4A2;RYK;LRP6	cl1_only
Negative Regulation Of Adenylate Cyclase Activity (GO:0007194)	4/10	0.0212464042992001	0.560317053030396	0	0	5.09248055315471	19.6140331397364	GRM3;GABBR2;LTB4R2;AKAP5	cl1_only
Negative Regulation Of Nuclear Division (GO:0051784)	4/10	0.0212464042992001	0.560317053030396	0	0	5.09248055315471	19.6140331397364	BMP4;TOM1L1;CHEK1;FBXO43	cl1_only
Positive Regulation Of Actin Nucleation (GO:0051127)	4/10	0.0212464042992001	0.560317053030396	0	0	5.09248055315471	19.6140331397364	GSN;SCIN;BRK1;WASF3	cl1_only
Regulation Of Amyloid Precursor Protein Biosynthetic Process (GO:0042984)	4/10	0.0212464042992001	0.560317053030396	0	0	5.09248055315471	19.6140331397364	NECAB2;BACE2;NECAB1;ITM2A	cl1_only
Protein Localization To Membrane (GO:0072657)	32/192	0.0219564329281567	0.560317053030396	0	0	1.53298337707787	5.85399612652554	RAB3C;LRPAP1;SPTBN4;NLGN1;NRXN1;ITGB2;ZDHHC23;ZDHHC22;CYP46A1;TSPAN33;LRP6;NKD2;DPP6;ARL5C;CDH1;EPB41L3;SCN3B;CLASP2;ITGA4;KCNB2;RDX;ANK2;BRAF;ANK1;RAB11B;EHD2;EHD3;TSPAN14;RAB12;RAB38;TNIK;FGF13	cl1_only
Positive Regulation Of Cell Motility (GO:2000147)	36/221	0.0219873463659892	0.560317053030396	0	0	1.4920340147334	5.69552377320435	RET;SEMA5B;NOTCH1;CSF1;TWIST2;LAMC2;SEMA3E;SEMA3F;IGF1R;CDC42;PAK1;GPNMB;MDK;PDGFD;GCNT2;CTSH;SPAG9;EPHA4;CARMIL2;SEMA4D;SEMA6D;SEMA4B;RDX;SEMA4C;SEMA4F;ACTN4;PLET1;COL1A1;CLDN3;MYO1C;APC;KIT;CASS4;ROR2;EPHA1;BCAR1	cl1_only
Central Nervous System Neuron Differentiation (GO:0021953)	8/31	0.0220005526819055	0.560317053030396	0	0	2.65898738942217	10.1485244743906	NR4A2;GRID2;OPHN1;TAOK1;ATP7A;BRINP3;ISL1;MDGA1	cl1_only
Negative Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031111)	8/31	0.0220005526819055	0.560317053030396	0	0	2.65898738942217	10.1485244743906	CLIP3;TAOK1;STMN1;BMERB1;FGF13;TRIM54;HDGFL3;CLASP2	cl1_only
Cell Projection Organization (GO:0030030)	6/20	0.0222008488844057	0.560317053030396	0	0	3.27508650519031	12.4703004447195	CYFIP2;GSN;SCIN;PACSIN2;CAPG;MTSS2	cl1_only
Gamma-Aminobutyric Acid Signaling Pathway (GO:0007214)	6/20	0.0222008488844057	0.560317053030396	0	0	3.27508650519031	12.4703004447195	GABRA2;GABBR2;GABRB1;GABRA5;GABRG2;SHISA7	cl1_only
Lipopolysaccharide-Mediated Signaling Pathway (GO:0031663)	6/20	0.0222008488844057	0.560317053030396	0	0	3.27508650519031	12.4703004447195	LYN;HCK;TICAM2;CD6;EHHADH;BPI	cl1_only
Negative Regulation Of Microtubule Depolymerization (GO:0007026)	6/20	0.0222008488844057	0.560317053030396	0	0	3.27508650519031	12.4703004447195	TAOK1;BMERB1;FGF13;TRIM54;HDGFL3;CLASP2	cl1_only
Negative Regulation Of Reproductive Process (GO:2000242)	6/20	0.0222008488844057	0.560317053030396	0	0	3.27508650519031	12.4703004447195	NPPC;GJA1;WEE2;DUSP1;EPPIN;AMH	cl1_only
Positive Regulation Of Nervous System Development (GO:0051962)	11/49	0.0223634666008629	0.560317053030396	0	0	2.21390276732142	8.41355359173071	PTPRD;GRID2;NLGN1;CLSTN3;NRXN1;DLG5;CLSTN1;SLITRK5;WNT7A;OPRM1;LRP2	cl1_only
Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000649)	9/37	0.0227020804657424	0.560317053030396	0	0	2.45755738414898	9.3025887915986	FGF14;HECW2;HECW1;FXYD7;RANGRF;DMD;SCN3B;FGF13;FGF12	cl1_only
Negative Regulation Of BMP Signaling Pathway (GO:0030514)	10/43	0.0227490649261468	0.560317053030396	0	0	2.31723648968016	8.76664147029469	GREM1;SKOR1;NOTCH1;BMPER;VWC2L;LRP2;LEMD3;SMAD6;DAND5;HIPK2	cl1_only
Regulation Of Filopodium Assembly (GO:0051489)	10/43	0.0227490649261468	0.560317053030396	0	0	2.31723648968016	8.76664147029469	ARHGAP44;CDC42;GPM6A;NLGN1;DMTN;MYO10;PLPPR5;MYO3A;ARAP1;FNBP1L	cl1_only
Sympathetic Nervous System Development (GO:0048485)	5/15	0.0230516420617713	0.560317053030396	0	0	3.82014699524427	14.402023977443	NELL2;SEMA3A;CTNNB1;SEMA3F;SOX4	cl1_only
Negative Regulation Of Neuron Death (GO:1901215)	17/88	0.0232024070143168	0.560317053030396	0	0	1.83255902210307	6.89683451456493	CHGA;CSF1;BDNF;NDNF;SEMA3E;ISL1;POU4F1;NFATC4;FOXQ1;TOX3;GPNMB;CDK5;MDK;FGF20;BCL2;IKBKG;CD200	cl1_only
Adenosine Metabolic Process (GO:0046085)	3/6	0.0237260930207815	0.560317053030396	0	0	7.63671706263499	28.570332110383	NT5C1A;NT5C2;ADA	cl1_only
Axon Extension Involved In Axon Guidance (GO:0048846)	3/6	0.0237260930207815	0.560317053030396	0	0	7.63671706263499	28.570332110383	NELL2;SEMA3A;SEMA3F	cl1_only
Cellular Response To Gonadotropin Stimulus (GO:0071371)	3/6	0.0237260930207815	0.560317053030396	0	0	7.63671706263499	28.570332110383	LHCGR;NOTCH1;SLC5A5	cl1_only
Exocrine System Development (GO:0035272)	3/6	0.0237260930207815	0.560317053030396	0	0	7.63671706263499	28.570332110383	IGSF3;RAB26;FGFR2	cl1_only
Long-Term Synaptic Depression (GO:0060292)	3/6	0.0237260930207815	0.560317053030396	0	0	7.63671706263499	28.570332110383	SLC24A2;PLK2;SHANK2	cl1_only
Negative Regulation Of Hematopoietic Progenitor Cell Differentiation (GO:1901533)	3/6	0.0237260930207815	0.560317053030396	0	0	7.63671706263499	28.570332110383	PCID2;TCF15;MYB	cl1_only
Neuron Projection Extension Involved In Neuron Projection Guidance (GO:1902284)	3/6	0.0237260930207815	0.560317053030396	0	0	7.63671706263499	28.570332110383	NELL2;SEMA3A;SEMA3F	cl1_only
Positive Regulation Of Mitophagy (GO:1901526)	3/6	0.0237260930207815	0.560317053030396	0	0	7.63671706263499	28.570332110383	GDF1;VDAC1;SLC25A5	cl1_only
Purine Ribonucleoside Metabolic Process (GO:0046128)	3/6	0.0237260930207815	0.560317053030396	0	0	7.63671706263499	28.570332110383	NT5C1A;NT5C2;ADA	cl1_only
Regulation Of Glial Cell Differentiation (GO:0045685)	3/6	0.0237260930207815	0.560317053030396	0	0	7.63671706263499	28.570332110383	EPHA4;SLC45A3;SOX1	cl1_only
Type B Pancreatic Cell Development (GO:0003323)	3/6	0.0237260930207815	0.560317053030396	0	0	7.63671706263499	28.570332110383	CDK6;NKX6-1;BMP6	cl1_only
Regulation Of BMP Signaling Pathway (GO:0030510)	15/75	0.0237901446395735	0.560317053030396	0	0	1.91293964394268	7.15149401241844	SKOR1;NOTCH1;NUMA1;FST;LRP2;PCSK6;RBPJ;LEMD3;SMAD6;HIPK2;GREM1;BMP4;BMPER;VWC2L;DAND5	cl1_only
Cell-Cell Adhesion Mediated By Cadherin (GO:0044331)	7/26	0.0250962409680925	0.581441713298795	0	0	2.8158464096199	10.3764987866397	CDH6;CDH1;CDH10;CDH22;CDH12;PLEKHA7;CDH7	cl1_only
Negative Regulation Of Insulin Receptor Signaling Pathway (GO:0046627)	7/26	0.0250962409680925	0.581441713298795	0	0	2.8158464096199	10.3764987866397	GSK3A;PID1;SOCS1;IRS1;PRKCB;PIP4K2A;PRKCZ	cl1_only
Positive Regulation Of Adenylate Cyclase Activity (GO:0045762)	7/26	0.0250962409680925	0.581441713298795	0	0	2.8158464096199	10.3764987866397	EDNRA;LHCGR;CALCR;GIPR;ADORA2B;ORAI1;AKAP5	cl1_only
Protein Localization To Plasma Membrane (GO:0072659)	24/137	0.0253014984208452	0.583028582530071	0	0	1.62662119727492	5.98090991242097	RAB3C;LRPAP1;SPTBN4;KCNB2;RDX;ZDHHC23;ANK2;ZDHHC22;ANK1;TSPAN33;LRP6;NKD2;EHD2;DPP6;EHD3;TSPAN14;CDH1;RAB12;EPB41L3;TNIK;SCN3B;FGF13;NECTIN3;CLASP2	cl1_only
Negative Regulation Of Cell Projection Organization (GO:0031345)	11/50	0.0257621804888355	0.590452556042503	0	0	2.15701377079791	7.89218494969638	EPHA4;BAG5;DPYSL5;RTN4RL1;SEMA3A;LPAR1;TNR;CRMP1;PTPN9;RTN4RL2;GRIN2B	cl1_only
Neural Tube Closure (GO:0001843)	8/32	0.0264399704950923	0.594614637041076	0	0	2.54805194805195	9.25676283298746	TGFB2;VANGL2;DEAF1;SEMA4C;DVL3;MTHFR;LRP2;CELSR1	cl1_only
Proteoglycan Biosynthetic Process (GO:0030166)	8/32	0.0264399704950923	0.594614637041076	0	0	2.54805194805195	9.25676283298746	CHST8;CSGALNACT1;CHST11;B3GAT2;SLC35D2;NDST3;BMPR1B;EXTL3	cl1_only
Peptidyl-Serine Modification (GO:0018209)	28/166	0.0265248920241208	0.594614637041076	0	0	1.55443326371749	5.64208237277768	DYRK4;GALNT16;PKN3;NDNF;PRKCZ;PKD1;PBK;PDK3;RICTOR;STK32A;STK32C;SRPK2;CAMK1D;PRKCB;NEK6;PLK2;VRK1;VRK2;UHMK1;SRPK1;HIPK2;CDK5;CAMK4;MYO3A;ULK3;PRKD2;SGK3;CAMK1	cl1_only
Inorganic Anion Transmembrane Transport (GO:0098661)	13/63	0.026764284299345	0.594614637041076	0	0	1.9888590021692	7.20103584580993	GABRA2;GABRB1;SLC12A4;GABRA5;ANO8;SLC1A3;SLC6A1;GABRG2;ANO3;SLC5A5;GLRA1;GLRA3;SLC12A6	cl1_only
Import Into Cell (GO:0098657)	9/38	0.0267806733079725	0.594614637041076	0	0	2.37267961948	8.58927769145671	SNAP25;SLC7A8;PLPPR4;SLC6A14;SLC1A3;LRP2;SLC16A2;SLC5A3;SLC7A1	cl1_only
Positive Regulation Of Axonogenesis (GO:0050772)	9/38	0.0267806733079725	0.594614637041076	0	0	2.37267961948	8.58927769145671	CHODL;SHTN1;GOLGA4;SEMA4D;BDNF;PLXNA1;ISLR2;PLXNB1;POU4F2	cl1_only
Regulation Of JNK Cascade (GO:0046328)	20/110	0.0271285404141464	0.599217449665835	0	0	1.70118944009283	6.13647773225395	HDAC3;GADD45B;SEMA3A;TNFRSF19;WNT7A;WNT16;MAPK8IP3;EDA2R;IGF1R;HIPK2;EDAR;RASSF2;COPS5;MECOM;TAOK1;TNIK;ZMYND11;ANKS1B;ANKRD6;DACT1	cl1_only
Positive Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902993)	6/21	0.0281114546286104	0.609349839907998	0	0	3.05657439446367	10.9167943140106	LYN;EPHA4;GSK3A;CHRNA7;SLC2A13;RANBP9	cl1_only
Positive Regulation Of Heart Contraction (GO:0045823)	6/21	0.0281114546286104	0.609349839907998	0	0	3.05657439446367	10.9167943140106	CHGA;RYR2;GSK3A;TGFB2;ADRA1D;SCN3B	cl1_only
Regulation Of Lipid Storage (GO:0010883)	6/21	0.0281114546286104	0.609349839907998	0	0	3.05657439446367	10.9167943140106	NFKBIA;FBXW7;ITGB3;VSTM2A;NFKB1;PLIN5	cl1_only
Negative Regulation Of Epithelial Cell Proliferation (GO:0050680)	14/70	0.028341127048312	0.609349839907998	0	0	1.91254340277778	6.81523610492333	CDKN1C;TGFB2;FBXW7;NLRC3;PTPRK;VASH1;MCC;MTSS1;SFRP2;CDK6;ALOX5;AQP11;CNMD;FGFR2	cl1_only
Microtubule Bundle Formation (GO:0001578)	11/51	0.0295192941305895	0.609349839907998	0	0	2.10296922410056	7.40815322028036	SPAG16;RSPH6A;RSPH1;NUMA1;MAP1S;TRIM46;CFAP46;RSPH9;CFAP206;MARK4;SPACA9	cl1_only
Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900024)	11/51	0.0295192941305895	0.609349839907998	0	0	2.10296922410056	7.40815322028036	CDC42;DOCK5;DMTN;MDK;SPRY4;TACSTD2;CASS4;ACTN4;MELTF;ARHGEF7;LIMS1	cl1_only
Regulation Of Secretion By Cell (GO:1903530)	13/64	0.0301429466309415	0.609349839907998	0	0	1.94975118029858	6.82764711733847	RHBDF1;RAB3C;LGI3;MYOF;DYSF;CPLX2;RIMS2;VAMP8;RAB26;RAB12;SCG5;MCTP2;LLGL1	cl1_only
Protein Phosphorylation (GO:0006468)	72/500	0.0303216355690922	0.609349839907998	0	0	1.2923161425088	4.51779995933874	EPHB6;DYRK4;GSK3A;PRKAG2;PKD1;IGF1R;EEF2K;CHEK1;PBK;PDK3;PIM2;STK32A;AMH;STK32C;PRKG1;EPHA4;CAMK1D;DAPK1;PRKCB;PRPF4B;VRK1;VRK2;PASK;UHMK1;HCK;MELK;MAK;MYO3A;KIT;ULK3;TSSK6;PRKD2;SGK3;TNIK;EPHA1;BRSK2;PKN3;PRKCZ;PAK1;RELN;MAP3K21;RICTOR;CSK;MARK4;PAK4;LYN;SRPK2;TGFB2;RYK;PLK2;NEK6;BRAF;CDC42BPA;CLK3;HIPK2;SRPK1;BMP4;CLK1;MAPK10;CDK6;CDK5;TAOK1;STK26;CAMK4;PTPN6;CAMK1;BMPR1B;FGFR3;CDK15;FGFR2;CDK16;FGFR1	cl1_only
Brain Morphogenesis (GO:0048854)	4/11	0.0303786245737378	0.609349839907998	0	0	4.3647363872083	15.2504590210848	SPEF2;CTNNA2;BBS4;SLC6A4	cl1_only
Lipoprotein Transport (GO:0042953)	4/11	0.0303786245737378	0.609349839907998	0	0	4.3647363872083	15.2504590210848	UNC119B;PRKCB;CD36;ZDHHC17	cl1_only
Negative Regulation Of Cyclase Activity (GO:0031280)	4/11	0.0303786245737378	0.609349839907998	0	0	4.3647363872083	15.2504590210848	GRM3;GABBR2;LTB4R2;AKAP5	cl1_only
Positive Regulation Of Behavior (GO:0048520)	4/11	0.0303786245737378	0.609349839907998	0	0	4.3647363872083	15.2504590210848	NLGN1;SGIP1;CRH;GRPR	cl1_only
Positive Regulation Of Pseudopodium Assembly (GO:0031274)	4/11	0.0303786245737378	0.609349839907998	0	0	4.3647363872083	15.2504590210848	CDC42;CDC42EP5;CDC42EP3;CDC42EP2	cl1_only
Presynapse Organization (GO:0099172)	4/11	0.0303786245737378	0.609349839907998	0	0	4.3647363872083	15.2504590210848	FZD1;PTPRD;NLGN1;WNT7A	cl1_only
Regulation Of Endocytic Recycling (GO:2001135)	4/11	0.0303786245737378	0.609349839907998	0	0	4.3647363872083	15.2504590210848	EHD2;PLA2G4E;ATP9A;RAB11B	cl1_only
Regulation Of Pseudopodium Assembly (GO:0031272)	4/11	0.0303786245737378	0.609349839907998	0	0	4.3647363872083	15.2504590210848	CDC42;CDC42EP5;CDC42EP3;CDC42EP2	cl1_only
Retinoic Acid Receptor Signaling Pathway (GO:0048384)	4/11	0.0303786245737378	0.609349839907998	0	0	4.3647363872083	15.2504590210848	RARG;THRA;RARB;RXRG	cl1_only
Regulation Of NMDA Receptor Activity (GO:2000310)	5/16	0.030404280273784	0.609349839907998	0	0	3.47266438706127	12.1306135925101	NLGN1;RELN;DAPK1;CRH;OPRM1	cl1_only
Regulation Of Protein Kinase A Signaling (GO:0010738)	5/16	0.030404280273784	0.609349839907998	0	0	3.47266438706127	12.1306135925101	CALCR;MC1R;TCIM;AKAP5;AMH	cl1_only
Negative Regulation Of Cellular Response To Insulin Stimulus (GO:1900077)	7/27	0.030588990321443	0.609349839907998	0	0	2.67490263954998	9.32769346078836	GSK3A;PID1;SOCS1;IRS1;PRKCB;PIP4K2A;PRKCZ	cl1_only
Positive Regulation Of Filopodium Assembly (GO:0051491)	7/27	0.030588990321443	0.609349839907998	0	0	2.67490263954998	9.32769346078836	CDC42;GPM6A;NLGN1;PLPPR5;MYO3A;ARAP1;FNBP1L	cl1_only
Negative Regulation Of Protein Secretion (GO:0050709)	9/39	0.0313493177862256	0.618136030883898	0	0	2.29346037245561	7.94125050780654	CHGA;RHBDF1;RAB11FIP1;IRS1;BMP8A;IL12B;OPRM1;DRD2;CD200	cl1_only
Carboxylic Acid Metabolic Process (GO:0019752)	8/33	0.0314650524752066	0.618136030883898	0	0	2.44599134199134	8.46038513779547	CSGALNACT1;PON3;SLC23A2;AS3MT;ST6GAL1;CYP2S1;SLC2A3;AMH	cl1_only
Positive Regulation Of Ion Transmembrane Transporter Activity (GO:0032414)	8/33	0.0314650524752066	0.618136030883898	0	0	2.44599134199134	8.46038513779547	EDNRA;RELN;TRPC6;AKAP9;DMD;ANK2;ATP1B2;PIRT	cl1_only
Negative Regulation Of Supramolecular Fiber Organization (GO:1902904)	14/71	0.0316663857242952	0.619237625425095	0	0	1.87888340643275	6.48684411136625	SSH2;SSH1;CLIP3;LIMA1;TAOK1;STMN1;PFDN1;BMERB1;PFDN2;PFN1;FGF13;TRIM54;HDGFL3;CLASP2	cl1_only
Regulation Of Neuron Death (GO:1901214)	12/58	0.0319340098807493	0.621516624272011	0	0	1.99509785436857	6.87128399345835	CHGA;GRID2;CSF1;GPNMB;CDK5;TRIM2;CHRNA7;ITGB2;IKBKG;DKK1;GRIN2B;CD200	cl1_only
Regulation Of Neuron Apoptotic Process (GO:0043523)	19/105	0.0320745149753325	0.621516624272011	0	0	1.690947530271	5.81634121209967	SRPK2;TGFB2;GRID2;BDNF;NDNF;SEMA3E;DKK1;ISL1;POU4F1;NFATC4;FOXQ1;BACE1;TOX3;CDK5;MDK;TRIM2;FGF20;BCL2;CTNNB1	cl1_only
Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193)	11/52	0.0336523141022552	0.644406187115608	0	0	2.05156099675431	6.95822497503267	GABBR2;GRM7;RGS1;HTR1D;PDE2A;LPAR1;OPRK1;OPRM1;AKAP5;DRD2;ADCY7	cl1_only
Neurotransmitter Transport (GO:0006836)	11/52	0.0336523141022552	0.644406187115608	0	0	2.05156099675431	6.95822497503267	GABRA2;SNAP25;SLC22A3;PTPRN2;SLC6A15;NRXN1;STXBP2;SLC1A2;SLC1A3;SYN3;SLC6A4	cl1_only
Negative Regulation Of Cell Cycle (GO:0045786)	16/85	0.033709261019653	0.644406187115608	0	0	1.7741850186983	6.01445646972677	CDKN1C;ZBTB17;DUSP1;INCA1;PTPRK;FBXO43;IPO7;HOXD10;BMP4;NPPC;BRINP1;CDK6;APC;HECA;BRINP3;SIPA1	cl1_only
Regulation Of Anatomical Structure Morphogenesis (GO:0022603)	22/127	0.0349017515567077	0.651004351482493	0	0	1.60400696864112	5.38179347542354	EPHA4;BRSK2;PID1;SEMA4D;VASH1;TSPAN12;ARHGAP44;PAK1;CLDN3;SIPA1L1;BMPER;BCL6;CDK5;GPNMB;ADGRB3;HECW2;HECW1;CHN1;CTNNB1;TNIK;FGFR2;CLASP2	cl1_only
Hexose Transmembrane Transport (GO:0008645)	6/22	0.0349713994389423	0.651004351482493	0	0	2.86537629757785	9.60825060573684	SLC2A9;SLC45A3;SLC2A2;SLC2A3;SLC5A3;SLC2A7	cl1_only
Regulation Of GTPase Activity (GO:0043087)	34/214	0.0350842586342266	0.651004351482493	0	0	1.4474314068885	4.84889915162895	STMN3;RAPGEFL1;RASGRP3;ARHGAP44;FGD4;SIPA1L1;ADAP2;RASGEF1A;RGS1;CHN2;RASGEF1C;CHN1;TBC1D30;DVL3;PLXNA1;SRGAP3;ECT2;RGS6;PRKG1;RALGPS2;EPHA4;SEMA4D;RDX;ARAP1;RGP1;LRCH1;RAPGEF1;RAB3GAP2;PLXNB1;EPHA1;ARHGEF7;RAPGEF5;CPEB2;LIMS1	cl1_only
Amino Acid Transport (GO:0006865)	10/46	0.0352017329366057	0.651004351482493	0	0	2.1237723859041	7.10754402172822	SLC43A2;SLC6A17;SLC7A8;SLC6A15;SLC6A14;SLC3A2;SLC16A10;SLC38A3;SLC7A1;SLC7A3	cl1_only
Development Of Primary Male Sexual Characteristics (GO:0046546)	10/46	0.0352017329366057	0.651004351482493	0	0	2.1237723859041	7.10754402172822	LHCGR;TGFB2;NCOA4;KIT;ZFP42;ADAM32;GATA4;NR0B1;LRP2;WNT4	cl1_only
Male Gonad Development (GO:0008584)	10/46	0.0352017329366057	0.651004351482493	0	0	2.1237723859041	7.10754402172822	LHCGR;TGFB2;NCOA4;KIT;ZFP42;ADAM32;GATA4;NR0B1;LRP2;WNT4	cl1_only
Negative Regulation Of Cell Migration (GO:0030336)	27/163	0.0354951988970087	0.651004351482493	0	0	1.52047012606876	5.07587335670123	TACSTD2;STC1;ADARB1;PTPRK;PTPRG;GJA1;CDH1;HYAL2;EMILIN2;SRGAP3;DRD2;AMH;SRGAP1;CLASP2;EPHA4;TET1;ATP1B2;MCC;DUSP22;RAP2C;CLDN5;CLDN3;SFRP2;ADAM15;DLG5;STK26;EPHA1	cl1_only
Negative Regulation Of Protein-Containing Complex Assembly (GO:0031333)	12/59	0.0360091444913972	0.651004351482493	0	0	1.95253824435792	6.4902026797765	CDC42;DDX3X;THRA;TFIP11;NLRC3;SMAD6;DKK1;ISL1;PRKCZ;TRIM11;ANKS1B;DACT1	cl1_only
Establishment Or Maintenance Of Epithelial Cell Apical/Basal Polarity (GO:0045197)	9/40	0.0364321067900684	0.651004351482493	0	0	2.21935204459408	7.35117051553035	CDC42;CAMSAP3;PATJ;OPHN1;DLG3;DLG5;PRKCZ;LLGL1;PARD3B	cl1_only
Regulation Of Intracellular Signal Transduction (GO:1902531)	45/297	0.0364387839309624	0.651004351482493	0	0	1.36933567971843	4.53540625364206	NLGN1;SGMS1;WWC1;ARHGEF28;FAM13A;ARHGAP18;GATA4;ARHGEF10L;AKAP5;ARHGAP44;FGD4;TRIM6;PAK1;ARHGAP20;RASSF2;LBH;PTPMT1;CHN2;CHEK1;CHN1;SMYD2;TNFSF11;RICTOR;SRGAP3;ECT2;PAK4;LYN;STARD13;PLEKHG1;MCF2;PDE2A;ARHGAP29;RHOF;VRK2;ARAP1;HIPK2;NFKBIA;ARHGAP32;PEX5L;DNMBP;KAT6A;ARHGEF3;ARHGEF4;PRKD2;TNIK	cl1_only
